Hunting Moa,Green,Creature  Bird Beast,{2}{G},"Echo {2}{G} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
When Hunting Moa enters the battlefield or dies, put a +1/+1 counter on target creature.",3,2,1,0,1,1,http://mtgimage.com/card/hunting moa.jpg
Hunting Pack,Green,Instant,{5}{G}{G},"Put a 4/4 green Beast creature token onto the battlefield.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",,,0,0,1,1,http://mtgimage.com/card/hunting pack.jpg
Hunting Triad,Green,Tribal Sorcery  Elf,{3}{G},"Put three 1/1 green Elf Warrior creature tokens onto the battlefield.
Reinforce 3{3}{G} ({3}{G}, Discard this card: Put three +1/+1 counters on target creature.)",,,1,0,1,1,http://mtgimage.com/card/hunting triad.jpg
Hunting Wilds,Green,Sorcery,{3}{G},"Kicker {3}{G} (You may pay an additional {3}{G} as you cast this spell.)
Search your library for up to two Forest cards and put them onto the battlefield tapped. Then shuffle your library.
If Hunting Wilds was kicked, untap all Forests put onto the battlefield this way. They become 3/3 green creatures with haste that are still lands.",,,1,0,1,1,http://mtgimage.com/card/hunting wilds.jpg
Hurricane,Green,Sorcery,{X}{G},Hurricane deals X damage to each creature with flying and each player.,,,1,0,1,1,http://mtgimage.com/card/hurricane.jpg
Hush,Green,Sorcery,{3}{G},"Destroy all enchantments.
Cycling {2} ({2}, Discard this card: Draw a card.)",,,0,0,1,1,http://mtgimage.com/card/hush.jpg
Hydra Broodmaster,Green,Creature  Hydra,{4}{G}{G},"{X}{X}{G}: Monstrosity X. (If this creature isn't monstrous, put X +1/+1 counters on it and it becomes monstrous.)
When Hydra Broodmaster becomes monstrous, put X X/X green Hydra creature tokens onto the battlefield.",7,7,1,1,1,1,http://mtgimage.com/card/hydra broodmaster.jpg
Hydra Omnivore,Green,Creature  Hydra,{4}{G}{G},"Whenever Hydra Omnivore deals combat damage to an opponent, it deals that much damage to each other opponent.",8,8,0,0,1,1,http://mtgimage.com/card/hydra omnivore.jpg
Hypergenesis,Green,Sorcery,,"Suspend 3{1}{G}{G} (Rather than cast this card from your hand, pay {1}{G}{G} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.)
Starting with you, each player may put an artifact, creature, enchantment, or land card from his or her hand onto the battlefield. Repeat this process until no one puts a card onto the battlefield.",,,0,0,1,1,http://mtgimage.com/card/hypergenesis.jpg
Hystrodon,Green,Creature  Beast,{4}{G},"Trample
Whenever Hystrodon deals combat damage to a player, you may draw a card.
Morph {1}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",3,4,0,0,1,1,http://mtgimage.com/card/hystrodon.jpg
Ice Storm,Green,Sorcery,{2}{G},Destroy target land.,,,0,0,1,1,http://mtgimage.com/card/ice storm.jpg
"Ichiga, Who Topples Oaks",Green,Legendary Creature  Spirit,{1}{G}{G},"Trample
Remove a ki counter from Ichiga, Who Topples Oaks: Target creature gets +2/+2 until end of turn.",4,3,1,0,1,1,"http://mtgimage.com/card/ichiga, who topples oaks.jpg"
Ichneumon Druid,Green,Creature  Human Druid,{1}{G}{G},"Whenever an opponent casts an instant spell other than the first instant spell that player casts each turn, Ichneumon Druid deals 4 damage to him or her.",1,1,0,0,1,1,http://mtgimage.com/card/ichneumon druid.jpg
Ifh-Bff Efreet,Green,Creature  Efreet,{2}{G}{G},"Flying
{G}: Ifh-Bff Efreet deals 1 damage to each creature with flying and each player. Any player may activate this ability.",3,3,0,0,1,1,http://mtgimage.com/card/ifh-bíff efreet.jpg
Immaculate Magistrate,Green,Creature  Elf Shaman,{3}{G},{T}: Put a +1/+1 counter on target creature for each Elf you control.,2,2,1,0,1,1,http://mtgimage.com/card/immaculate magistrate.jpg
Imperiosaur,Green,Creature  Lizard,{2}{G}{G},Spend only mana produced by basic lands to cast Imperiosaur.,5,5,1,0,1,1,http://mtgimage.com/card/imperiosaur.jpg
Imperious Perfect,Green,Creature  Elf Warrior,{2}{G},"Other Elf creatures you control get +1/+1.
{G}, {T}: Put a 1/1 green Elf Warrior creature token onto the battlefield.",2,2,1,0,1,1,http://mtgimage.com/card/imperious perfect.jpg
"Iname, Life Aspect",Green,Legendary Creature  Spirit,{4}{G}{G},"When Iname, Life Aspect dies, you may exile it. If you do, return any number of target Spirit cards from your graveyard to your hand.",4,4,1,0,1,1,"http://mtgimage.com/card/iname, life aspect.jpg"
Incoming!,Green,Sorcery,{4}{G}{G}{G}{G},"Each player searches his or her library for any number of artifacts, creatures, enchantments, and lands and puts those cards into play. Each player shuffles his or her library afterwards.",,,0,0,0,0,http://mtgimage.com/card/incoming!.jpg
Increasing Savagery,Green,Sorcery,{2}{G}{G},"Put five +1/+1 counters on target creature. If Increasing Savagery was cast from a graveyard, put ten +1/+1 counters on that creature instead.
Flashback {5}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",,,1,0,1,1,http://mtgimage.com/card/increasing savagery.jpg
Incremental Growth,Green,Sorcery,{3}{G}{G},"Put a +1/+1 counter on target creature, two +1/+1 counters on another target creature, and three +1/+1 counters on a third target creature.",,,1,1,1,1,http://mtgimage.com/card/incremental growth.jpg
Indrik Stomphowler,Green,Creature  Beast,{4}{G},"When Indrik Stomphowler enters the battlefield, destroy target artifact or enchantment.",4,4,1,0,1,1,http://mtgimage.com/card/indrik stomphowler.jpg
Infested Roothold,Green,Creature  Wall,{4}{G},"Defender (This creature can't attack.)
Protection from artifacts
Whenever an opponent casts an artifact spell, you may put a 1/1 green Insect creature token onto the battlefield.",0,3,1,0,1,1,http://mtgimage.com/card/infested roothold.jpg
"Inner Calm, Outer Strength",Green,Instant  Arcane,{2}{G},"Target creature gets +X/+X until end of turn, where X is the number of cards in your hand.",,,1,0,1,1,"http://mtgimage.com/card/inner calm, outer strength.jpg"
Insist,Green,Sorcery,{G},"The next creature spell you cast this turn can't be countered by spells or abilities.
Draw a card.",,,0,0,1,1,http://mtgimage.com/card/insist.jpg
Instill Energy,Green,Enchantment  Aura,{G},"Enchant creature
Enchanted creature can attack as though it had haste.
{0}: Untap enchanted creature. Activate this ability only during your turn and only once each turn.",,,0,0,1,1,http://mtgimage.com/card/instill energy.jpg
Into the North,Green,Sorcery,{1}{G},Search your library for a snow land card and put it onto the battlefield tapped. Then shuffle your library.,,,1,0,1,1,http://mtgimage.com/card/into the north.jpg
Into the Wilds,Green,Enchantment,{3}{G},"At the beginning of your upkeep, look at the top card of your library. If it's a land card, you may put it onto the battlefield.",,,1,0,1,1,http://mtgimage.com/card/into the wilds.jpg
Invasive Species,Green,Creature  Insect,{2}{G},"When Invasive Species enters the battlefield, return another permanent you control to its owner's hand.",3,3,1,1,1,1,http://mtgimage.com/card/invasive species.jpg
Invigorate,Green,Instant,{2}{G},"If you control a Forest, rather than pay Invigorate's mana cost, you may have an opponent gain 3 life.
Target creature gets +4/+4 until end of turn.",,,0,0,1,1,http://mtgimage.com/card/invigorate.jpg
Invigorating Boon,Green,Enchantment,{1}{G},"Whenever a player cycles a card, you may put a +1/+1 counter on target creature.",,,0,0,1,1,http://mtgimage.com/card/invigorating boon.jpg
Invigorating Falls,Green,Sorcery,{2}{G}{G},You gain life equal to the number of creature cards in all graveyards.,,,0,0,1,1,http://mtgimage.com/card/invigorating falls.jpg
Ironhoof Ox,Green,Creature  Ox,{3}{G}{G},Ironhoof Ox can't be blocked by more than one creature.,4,4,0,0,1,1,http://mtgimage.com/card/ironhoof ox.jpg
Ironroot Treefolk,Green,Creature  Treefolk,{4}{G},,3,5,0,0,1,1,http://mtgimage.com/card/ironroot treefolk.jpg
Ironshell Beetle,Green,Creature  Insect,{1}{G},"When Ironshell Beetle enters the battlefield, put a +1/+1 counter on target creature.",1,1,0,0,1,1,http://mtgimage.com/card/ironshell beetle.jpg
Irresistible Prey,Green,Sorcery,{G},"Target creature must be blocked this turn if able.
Draw a card.",,,1,0,1,1,http://mtgimage.com/card/irresistible prey.jpg
"Isao, Enlightened Bushi",Green,Legendary Creature  Human Samurai,{2}{G},"Isao, Enlightened Bushi can't be countered.
Bushido 2 (When this blocks or becomes blocked, it gets +2/+2 until end of turn.)
{2}: Regenerate target Samurai.",2,1,1,0,1,1,"http://mtgimage.com/card/isao, enlightened bushi.jpg"
Ivy Dancer,Green,Creature  Dryad Shaman,{2}{G},{T}: Target creature gains forestwalk until end of turn.,1,2,1,0,1,1,http://mtgimage.com/card/ivy dancer.jpg
Ivy Elemental,Green,Creature  Elemental,{X}{G},Ivy Elemental enters the battlefield with X +1/+1 counters on it.,0,0,0,0,1,1,http://mtgimage.com/card/ivy elemental.jpg
Ivy Lane Denizen,Green,Creature  Elf Warrior,{3}{G},"Whenever another green creature enters the battlefield under your control, put a +1/+1 counter on target creature.",2,3,1,0,1,1,http://mtgimage.com/card/ivy lane denizen.jpg
Ivy Seer,Green,Creature  Elf Wizard,{3}{G},"{2}{G}, {T}: Reveal any number of green cards in your hand. Target creature gets +X/+X until end of turn, where X is the number of cards revealed this way.",1,1,0,0,1,1,http://mtgimage.com/card/ivy seer.jpg
Iwamori of the Open Fist,Green,Legendary Creature  Human Monk,{2}{G}{G},"Trample
When Iwamori of the Open Fist enters the battlefield, each opponent may put a legendary creature card from his or her hand onto the battlefield.",5,5,1,0,1,1,http://mtgimage.com/card/iwamori of the open fist.jpg
Jackalope Herd,Green,Creature  Rabbit Beast,{3}{G},"When you cast a spell, return Jackalope Herd to its owner's hand.",4,5,0,0,1,1,http://mtgimage.com/card/jackalope herd.jpg
Jaddi Lifestrider,Green,Creature  Elemental,{4}{G},"When Jaddi Lifestrider enters the battlefield, you may tap any number of untapped creatures you control. You gain 2 life for each creature tapped this way.",2,8,1,0,1,1,http://mtgimage.com/card/jaddi lifestrider.jpg
Jade Leech,Green,Creature  Leech,{2}{G}{G},Green spells you cast cost {G} more to cast.,5,5,0,0,1,1,http://mtgimage.com/card/jade leech.jpg
Jade Mage,Green,Creature  Human Shaman,{1}{G},{2}{G}: Put a 1/1 green Saproling creature token onto the battlefield.,2,1,1,0,1,1,http://mtgimage.com/card/jade mage.jpg
Jagged-Scar Archers,Green,Creature  Elf Archer,{1}{G}{G},"Jagged-Scar Archers's power and toughness are each equal to the number of Elves you control.
{T}: Jagged-Scar Archers deals damage equal to its power to target creature with flying.",*,*,1,0,1,1,http://mtgimage.com/card/jagged-scar archers.jpg
Jedit Ojanen of Efrava,Green,Legendary Creature  Cat Warrior,{3}{G}{G}{G},"Forestwalk
Whenever Jedit Ojanen of Efrava attacks or blocks, put a 2/2 green Cat Warrior creature token with forestwalk onto the battlefield.",5,5,1,0,1,1,http://mtgimage.com/card/jedit ojanen of efrava.jpg
Johtull Wurm,Green,Creature  Wurm,{5}{G},"Whenever Johtull Wurm becomes blocked, it gets -2/-1 until end of turn for each creature blocking it beyond the first.",6,6,0,0,1,1,http://mtgimage.com/card/johtull wurm.jpg
Joiner Adept,Green,Creature  Elf Druid,{1}{G},"Lands you control have ""{T}: Add one mana of any color to your mana pool.""",2,1,1,0,1,1,http://mtgimage.com/card/joiner adept.jpg
Joint Assault,Green,Instant,{G},"Target creature gets +2/+2 until end of turn. If it's paired with a creature, that creature also gets +2/+2 until end of turn.",,,1,0,1,1,http://mtgimage.com/card/joint assault.jpg
Jolrael's Centaur,Green,Creature  Centaur Archer,{1}{G}{G},"Shroud (This creature can't be the target of spells or abilities.)
Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",2,2,0,0,1,1,http://mtgimage.com/card/jolrael's centaur.jpg
Jolrael's Favor,Green,Enchantment  Aura,{1}{G},"Flash
Enchant creature
{1}{G}: Regenerate enchanted creature.",,,0,0,1,1,http://mtgimage.com/card/jolrael's favor.jpg
"Jolrael, Empress of Beasts",Green,Legendary Creature  Human Spellshaper,{3}{G}{G},"{2}{G}, {T}, Discard two cards: All lands target player controls become 3/3 creatures until end of turn. They're still lands.",3,3,1,0,1,1,"http://mtgimage.com/card/jolrael, empress of beasts.jpg"
Joraga Bard,Green,Creature  Elf Rogue Ally,{3}{G},"Whenever Joraga Bard or another Ally enters the battlefield under your control, you may have Ally creatures you control gain vigilance until end of turn.",1,4,1,0,1,1,http://mtgimage.com/card/joraga bard.jpg
Joraga Treespeaker,Green,Creature  Elf Druid,{G},"Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 1-4
1/2
{T}: Add {G}{G} to your mana pool.
LEVEL 5+
1/4
Elves you control have ""{T}: Add {G}{G} to your mana pool.""",1,1,1,0,1,1,http://mtgimage.com/card/joraga treespeaker.jpg
Joraga Warcaller,Green,Creature  Elf Warrior,{G},"Multikicker {1}{G} (You may pay an additional {1}{G} any number of times as you cast this spell.)
Joraga Warcaller enters the battlefield with a +1/+1 counter on it for each time it was kicked.
Other Elf creatures you control get +1/+1 for each +1/+1 counter on Joraga Warcaller.",1,1,1,0,1,1,http://mtgimage.com/card/joraga warcaller.jpg
Journey of Discovery,Green,Sorcery,{2}{G},"Choose one 
 Search your library for up to two basic land cards, reveal them, put them into your hand, then shuffle your library.
 You may play up to two additional lands this turn.
Entwine {2}{G} (Choose both if you pay the entwine cost.)",,,1,0,1,1,http://mtgimage.com/card/journey of discovery.jpg
Joven's Ferrets,Green,Creature  Ferret,{G},"Whenever Joven's Ferrets attacks, it gets +0/+2 until end of turn.
At end of combat, tap all creatures that blocked Joven's Ferrets this turn. They don't untap during their controller's next untap step.",1,1,0,0,1,1,http://mtgimage.com/card/joven's ferrets.jpg
Joyous Respite,Green,Sorcery  Arcane,{3}{G},You gain 1 life for each land you control.,,,1,0,1,1,http://mtgimage.com/card/joyous respite.jpg
"Jugan, the Rising Star",Green,Legendary Creature  Dragon Spirit,{3}{G}{G}{G},"Flying
When Jugan, the Rising Star dies, you may distribute five +1/+1 counters among any number of target creatures.",5,5,1,0,1,1,"http://mtgimage.com/card/jugan, the rising star.jpg"
Jukai Messenger,Green,Creature  Human Monk,{G},Forestwalk,1,1,1,0,1,1,http://mtgimage.com/card/jukai messenger.jpg
Jungle Lion,Green,Creature  Cat,{G},Jungle Lion can't block.,2,1,0,0,1,1,http://mtgimage.com/card/jungle lion.jpg
Jungle Patrol,Green,Creature  Human Soldier,{3}{G},"{1}{G}, {T}:  Put a 0/1 green Wall creature token with defender named Wood onto the battlefield.
Sacrifice a token named Wood: Add {R} to your mana pool.",3,2,0,0,1,1,http://mtgimage.com/card/jungle patrol.jpg
Jungle Weaver,Green,Creature  Spider,{5}{G}{G},"Reach (This creature can block creatures with flying.)
Cycling {2} ({2}, Discard this card: Draw a card.)",5,6,1,0,1,1,http://mtgimage.com/card/jungle weaver.jpg
Jungle Wurm,Green,Creature  Wurm,{3}{G}{G},"Whenever Jungle Wurm becomes blocked, it gets -1/-1 until end of turn for each creature blocking it beyond the first.",5,5,0,0,1,1,http://mtgimage.com/card/jungle wurm.jpg
Juniper Order Druid,Green,Creature  Human Cleric Druid,{2}{G},{T}: Untap target land.,1,1,0,0,1,1,http://mtgimage.com/card/juniper order druid.jpg
Juvenile Gloomwidow,Green,Creature  Spider,{G}{G},"Reach (This creature can block creatures with flying.)
Wither (This deals damage to creatures in the form of -1/-1 counters.)",1,3,1,0,1,1,http://mtgimage.com/card/juvenile gloomwidow.jpg
Kalonian Behemoth,Green,Creature  Beast,{5}{G}{G},Shroud (This creature can't be the target of spells or abilities.),9,9,1,0,1,1,http://mtgimage.com/card/kalonian behemoth.jpg
Kalonian Hydra,Green,Creature  Hydra,{3}{G}{G},"Trample
Kalonian Hydra enters the battlefield with four +1/+1 counters on it.
Whenever Kalonian Hydra attacks, double the number of +1/+1 counters on each creature you control.",0,0,1,0,1,1,http://mtgimage.com/card/kalonian hydra.jpg
Kalonian Tusker,Green,Creature  Beast,{G}{G},,3,3,1,0,1,1,http://mtgimage.com/card/kalonian tusker.jpg
Kalonian Twingrove,Green,Creature  Treefolk Warrior,{5}{G},"Kalonian Twingrove's power and toughness are each equal to the number of Forests you control.
When Kalonian Twingrove enters the battlefield, put a green Treefolk Warrior creature token onto the battlefield with ""This creature's power and toughness are each equal to the number of Forests you control.""",*,*,1,1,1,1,http://mtgimage.com/card/kalonian twingrove.jpg
Kamahl's Summons,Green,Sorcery,{3}{G},Each player may reveal any number of creature cards from his or her hand. Then each player puts a 2/2 green Bear creature token onto the battlefield for each card he or she revealed this way.,,,0,0,1,1,http://mtgimage.com/card/kamahl's summons.jpg
"Kamahl, Fist of Krosa",Green,Legendary Creature  Human Druid,{4}{G}{G},"{G}: Target land becomes a 1/1 creature until end of turn. It's still a land.
{2}{G}{G}{G}: Creatures you control get +3/+3 and gain trample until end of turn.",4,3,0,0,1,1,"http://mtgimage.com/card/kamahl, fist of krosa.jpg"
Kami of the Hunt,Green,Creature  Spirit,{2}{G},"Whenever you cast a Spirit or Arcane spell, Kami of the Hunt gets +1/+1 until end of turn.",2,2,1,0,1,1,http://mtgimage.com/card/kami of the hunt.jpg
Kami of the Tended Garden,Green,Creature  Spirit,{3}{G},"At the beginning of your upkeep, sacrifice Kami of the Tended Garden unless you pay {G}.
Soulshift 3 (When this creature dies, you may return target Spirit card with converted mana cost 3 or less from your graveyard to your hand.)",4,4,1,0,1,1,http://mtgimage.com/card/kami of the tended garden.jpg
Karametra's Acolyte,Green,Creature  Human Druid,{3}{G},{T}: Add an amount of {G} to your mana pool equal to your devotion to green. (Each {G} in the mana costs of permanents you control counts toward your devotion to green.),1,4,1,1,1,1,http://mtgimage.com/card/karametra's acolyte.jpg
Karametra's Favor,Green,Enchantment  Aura,{1}{G},"Enchant creature
When Karametra's Favor enters the battlefield, draw a card.
Enchanted creature has ""{T}: Add one mana of any color to your mana pool.""",,,1,1,1,1,http://mtgimage.com/card/karametra's favor.jpg
Karoo Meerkat,Green,Creature  Mongoose,{1}{G},Protection from blue,2,1,0,0,1,1,http://mtgimage.com/card/karoo meerkat.jpg
Karplusan Strider,Green,Creature  Yeti,{3}{G},Karplusan Strider can't be the target of blue or black spells.,3,4,1,0,1,1,http://mtgimage.com/card/karplusan strider.jpg
Karstoderm,Green,Creature  Beast,{2}{G}{G},"Karstoderm enters the battlefield with five +1/+1 counters on it.
Whenever an artifact enters the battlefield, remove a +1/+1 counter from Karstoderm.",0,0,1,0,1,1,http://mtgimage.com/card/karstoderm.jpg
Kashi-Tribe Elite,Green,Creature  Snake Warrior,{1}{G}{G},"Legendary Snakes you control have shroud. (They can't be the targets of spells or abilities.)
Whenever Kashi-Tribe Elite deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.",2,3,1,0,1,1,http://mtgimage.com/card/kashi-tribe elite.jpg
Kashi-Tribe Reaver,Green,Creature  Snake Warrior,{3}{G},"Whenever Kashi-Tribe Reaver deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.
{1}{G}: Regenerate Kashi-Tribe Reaver.",3,2,1,0,1,1,http://mtgimage.com/card/kashi-tribe reaver.jpg
Kashi-Tribe Warriors,Green,Creature  Snake Warrior,{3}{G}{G},"Whenever Kashi-Tribe Warriors deals combat damage to a creature, tap that creature and it doesn't untap during its controller's next untap step.",2,4,1,0,1,1,http://mtgimage.com/card/kashi-tribe warriors.jpg
Katabatic Winds,Green,Enchantment,{2}{G},"Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
Creatures with flying can't attack or block, and their activated abilities with {T} in their costs can't be activated.",,,0,0,1,1,http://mtgimage.com/card/katabatic winds.jpg
Kavu Chameleon,Green,Creature  Kavu,{3}{G}{G},"Kavu Chameleon can't be countered.
{G}: Kavu Chameleon becomes the color of your choice until end of turn.",4,4,0,0,1,1,http://mtgimage.com/card/kavu chameleon.jpg
Kavu Climber,Green,Creature  Kavu,{3}{G}{G},"When Kavu Climber enters the battlefield, draw a card.",3,3,1,0,1,1,http://mtgimage.com/card/kavu climber.jpg
Kavu Howler,Green,Creature  Kavu,{4}{G}{G},"When Kavu Howler enters the battlefield, reveal the top four cards of your library. Put all Kavu cards revealed this way into your hand and the rest on the bottom of your library in any order.",4,5,0,0,1,1,http://mtgimage.com/card/kavu howler.jpg
Kavu Lair,Green,Enchantment,{2}{G},"Whenever a creature with power 4 or greater enters the battlefield, its controller draws a card.",,,0,0,1,1,http://mtgimage.com/card/kavu lair.jpg
Kavu Mauler,Green,Creature  Kavu,{4}{G}{G},"Trample
Whenever Kavu Mauler attacks, it gets +1/+1 until end of turn for each other attacking Kavu.",4,4,0,0,1,1,http://mtgimage.com/card/kavu mauler.jpg
Kavu Predator,Green,Creature  Kavu,{1}{G},"Trample
Whenever an opponent gains life, put that many +1/+1 counters on Kavu Predator.",2,2,1,0,1,1,http://mtgimage.com/card/kavu predator.jpg
Kavu Primarch,Green,Creature  Kavu,{3}{G},"Kicker {4} (You may pay an additional {4} as you cast this spell.)
Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
If Kavu Primarch was kicked, it enters the battlefield with four +1/+1 counters on it.",3,3,1,0,1,1,http://mtgimage.com/card/kavu primarch.jpg
Kavu Titan,Green,Creature  Kavu,{1}{G},"Kicker {2}{G} (You may pay an additional {2}{G} as you cast this spell.)
If Kavu Titan was kicked, it enters the battlefield with three +1/+1 counters on it and with trample.",2,2,0,0,1,1,http://mtgimage.com/card/kavu titan.jpg
Kaysa,Green,Legendary Creature  Elf Druid,{3}{G}{G},Green creatures you control get +1/+1.,2,3,0,0,1,1,http://mtgimage.com/card/kaysa.jpg
Kazandu Tuskcaller,Green,Creature  Human Shaman,{1}{G},"Level up {1}{G} ({1}{G}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 2-5
1/1
{T}: Put a 3/3 green Elephant creature token onto the battlefield.
LEVEL 6+
1/1
{T}: Put two 3/3 green Elephant creature tokens onto the battlefield.",1,1,1,0,1,1,http://mtgimage.com/card/kazandu tuskcaller.jpg
Keen Sense,Green,Enchantment  Aura,{G},"Enchant creature
Whenever enchanted creature deals damage to an opponent, you may draw a card.",,,1,0,1,1,http://mtgimage.com/card/keen sense.jpg
Keeper of Progenitus,Green,Creature  Elf Druid,{3}{G},"Whenever a player taps a Mountain, Forest, or Plains for mana, that player adds one mana to his or her mana pool of any type that land produced.",1,3,1,0,1,1,http://mtgimage.com/card/keeper of progenitus.jpg
Keeper of the Beasts,Green,Creature  Human Wizard,{G}{G},"{G}, {T}: Choose target opponent who controlled more creatures than you did as you activated this ability. Put a 2/2 green Beast creature token onto the battlefield.",1,2,0,0,1,1,http://mtgimage.com/card/keeper of the beasts.jpg
Keeper of the Sacred Word,Green,Creature  Human Druid,{2}{G},"As Keeper of the Sacred Word comes into play, choose a word.
Whenever an opponent says the chosen word, Keeper of the Sacred Word gets +3/+3 until end of turn.",2,3,0,0,0,0,http://mtgimage.com/card/keeper of the sacred word.jpg
Kessig Cagebreakers,Green,Creature  Human Rogue,{4}{G},"Whenever Kessig Cagebreakers attacks, put a 2/2 green Wolf creature token onto the battlefield tapped and attacking for each creature card in your graveyard.",3,4,1,0,1,1,http://mtgimage.com/card/kessig cagebreakers.jpg
Kessig Recluse,Green,Creature  Spider,{2}{G}{G},"Reach (This creature can block creatures with flying.)
Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)",2,3,1,0,1,1,http://mtgimage.com/card/kessig recluse.jpg
Khalni Heart Expedition,Green,Enchantment,{1}{G},"Landfall  Whenever a land enters the battlefield under your control, you may put a quest counter on Khalni Heart Expedition.
Remove three quest counters from Khalni Heart Expedition and sacrifice it: Search your library for up to two basic land cards, put them onto the battlefield tapped, then shuffle your library.",,,1,0,1,1,http://mtgimage.com/card/khalni heart expedition.jpg
Khalni Hydra,Green,Creature  Hydra,{G}{G}{G}{G}{G}{G}{G}{G},"Khalni Hydra costs {G} less to cast for each green creature you control.
Trample",8,8,1,0,1,1,http://mtgimage.com/card/khalni hydra.jpg
Killer Bees,Green,Creature  Insect,{1}{G}{G},"Flying
{G}: Killer Bees gets +1/+1 until end of turn.",0,1,0,0,1,1,http://mtgimage.com/card/killer bees.jpg
Kin-Tree Warden,Green,Creature  Human Warrior,{G},"{2}: Regenerate Kin-Tree Warden.
Morph {G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",1,1,1,1,1,1,http://mtgimage.com/card/kin-tree warden.jpg
Kindercatch,Green,Creature  Spirit,{3}{G}{G}{G},,6,6,1,0,1,1,http://mtgimage.com/card/kindercatch.jpg
King Cheetah,Green,Creature  Cat,{3}{G},Flash,3,2,1,0,1,1,http://mtgimage.com/card/king cheetah.jpg
Kithkin Daggerdare,Green,Creature  Kithkin Soldier,{1}{G},"{G}, {T}: Target attacking creature gets +2/+2 until end of turn.",1,1,1,0,1,1,http://mtgimage.com/card/kithkin daggerdare.jpg
Kithkin Mourncaller,Green,Creature  Kithkin Scout,{2}{G},"Whenever an attacking Kithkin or Elf is put into your graveyard from the battlefield, you may draw a card.",2,2,1,0,1,1,http://mtgimage.com/card/kithkin mourncaller.jpg
Kodama of the Center Tree,Green,Legendary Creature  Spirit,{4}{G},"Kodama of the Center Tree's power and toughness are each equal to the number of Spirits you control.
Kodama of the Center Tree has soulshift X, where X is the number of Spirits you control. (When this creature dies, you may return target Spirit card with converted mana cost X or less from your graveyard to your hand.)",*,*,1,0,1,1,http://mtgimage.com/card/kodama of the center tree.jpg
Kodama of the North Tree,Green,Legendary Creature  Spirit,{2}{G}{G}{G},"Trample
Shroud (This creature can't be the target of spells or abilities.)",6,4,1,0,1,1,http://mtgimage.com/card/kodama of the north tree.jpg
Kodama of the South Tree,Green,Legendary Creature  Spirit,{2}{G}{G},"Whenever you cast a Spirit or Arcane spell, each other creature you control gets +1/+1 and gains trample until end of turn.",4,4,1,0,1,1,http://mtgimage.com/card/kodama of the south tree.jpg
Kodama's Might,Green,Instant  Arcane,{G},"Target creature gets +2/+2 until end of turn.
Splice onto Arcane {G} (As you cast an Arcane spell, you may reveal this card from your hand and pay its splice cost. If you do, add this card's effects to that spell.)",,,1,0,1,1,http://mtgimage.com/card/kodama's might.jpg
Kodama's Reach,Green,Sorcery  Arcane,{2}{G},"Search your library for up to two basic land cards, reveal those cards, and put one onto the battlefield tapped and the other into your hand. Then shuffle your library.",,,1,0,1,1,http://mtgimage.com/card/kodama's reach.jpg
Korozda Monitor,Green,Creature  Lizard,{2}{G}{G},"Trample
Scavenge {5}{G}{G} ({5}{G}{G}, Exile this card from your graveyard: Put a number of +1/+1 counters equal to this card's power on target creature. Scavenge only as a sorcery.)",3,3,1,0,1,1,http://mtgimage.com/card/korozda monitor.jpg
Kozilek's Predator,Green,Creature  Eldrazi Drone,{3}{G},"When Kozilek's Predator enters the battlefield, put two 0/1 colorless Eldrazi Spawn creature tokens onto the battlefield. They have ""Sacrifice this creature: Add {1} to your mana pool.""",3,3,1,0,1,1,http://mtgimage.com/card/kozilek's predator.jpg
Krakilin,Green,Creature  Beast,{X}{G}{G},"Krakilin enters the battlefield with X +1/+1 counters on it.
{1}{G}: Regenerate Krakilin.",0,0,0,0,1,1,http://mtgimage.com/card/krakilin.jpg
Krallenhorde Killer,Green,Creature  Werewolf,,"{3}{G}: Krallenhorde Killer gets +4/+4 until end of turn. Activate this ability only once each turn.
At the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Killer.",2,2,1,0,1,1,http://mtgimage.com/card/krallenhorde killer.jpg
Krallenhorde Wantons,Green,Creature  Werewolf,,"At the beginning of each upkeep, if a player cast two or more spells last turn, transform Krallenhorde Wantons.",7,7,1,0,1,1,http://mtgimage.com/card/krallenhorde wantons.jpg
